Inst,STABBR,PublicPrivate,md_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
"<a href=""http://www.everestcollegephoenix.edu"">Everest College-Mesa</a>",AZ,18180,28300,39400,52700
"<a href=""http://www.everest.edu/campus/silver_spring"">Everest Institute-Silver Spring</a>",MD,25272,24900,36000,47500
"<a href=""http://www.ameritech.edu"">AmeriTech College-Draper</a>",UT,32424,23800,36900,52500
"<a href=""http://www.argosy.edu/losangeles"">Argosy University-Los Angeles</a>",CA,21026,38200,56100,75000
"<a href=""http://www.brownmackie.edu"">Brown Mackie College-Miami</a>",FL,20653,25200,39500,53800
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Darien</a>",IL,17640,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Aurora</a>",IL,20569,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Madison</a>",WI,20455,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Ridgedale</a>",MN,21406,19600,31000,42700
"<a href=""http://www.sjvc.edu"">San Joaquin Valley College-Modesto</a>",CA,18862,26900,42100,61500
"<a href=""http://www.fortiscollege.edu"">Fortis College-Largo</a>",FL,10517,20900,32400,41600
"<a href=""http://www.plattcolleges.edu"">Platt College-Moore</a>",OK,22603,20600,31600,44700
"<a href=""http://www.plattcolleges.edu"">Platt College-Dallas</a>",TX,20939,20600,31600,44700
"<a href=""http://www.uti.edu/"">Universal Technical Institute of Massachusetts Inc</a>",MA,19993,43400,59800,78900
"<a href=""http://www.eaglegatecollege.edu"">Eagle Gate College-Layton</a>",UT,22889,29700,43200,58000
"<a href=""http://www.daymarcollege.edu/"">Daymar College-Bellevue</a>",KY,20465,22100,35300,49200
"<a href=""http://www.salterschool.com"">Salter School-Fall River</a>",MA,26025,28200,40300,55600
"<a href=""http://www.lareine.edu"">Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla</a>",PR,5868,12500,20400,31900
"<a href=""http://www.chcp.edu"">The College of Health Care Professions-Southwest Houston</a>",TX,20870,27100,39300,54500
"<a href=""http://eaglegatecollege.edu"">Eagle Gate College-Salt Lake City</a>",UT,18815,29700,43200,58000
"<a href=""http://www.kaplancollege.com/palm-springs-ca/"">Kaplan College-Palm Springs</a>",CA,22475,32600,45600,65200
"<a href=""http://www.phoenix.edu"">University of Phoenix-Savannah Campus</a>",GA,18557,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Northern Nevada Campus</a>",NV,17770,53400,79600,110100
"<a href=""http://www.msbcollege.edu/"">Minnesota School of Business-Rochester</a>",MN,21459,35700,50100,67900
"<a href=""http://www.doane.edu"">Doane College-Lincoln Grand Island and Master</a>",NE,7366,42300,56800,77400
"<a href=""http://www.shorter.edu/CAPP/"">Shorter University-College of Adult & Professional Programs</a>",GA,27016,43000,62800,85400
"<a href=""http://www.aii.edu/indianapolis"">The Art Institute of Indianapolis</a>",IN,26323,25200,39500,53800
"<a href=""http://www.eicollege.edu"">Eastern International College-Belleville</a>",NJ,17617,31900,49300,67100
"<a href=""http://www.ishc.edu"">Illinois School of Health Careers-O'Hare Campus</a>",IL,17901,19300,32100,38800
"<a href=""http://www.uti.edu/"">Universal Technical Institute of Northern California Inc</a>",CA,18965,33800,47600,64200
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Charlotte South</a>",NC,20821,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Clovis</a>",CA,22663,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Dunmore</a>",PA,18691,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Swartz Creek</a>",MI,24178,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Lexington</a>",KY,23641,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Maumee</a>",OH,23366,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Oklahoma City</a>",OK,23521,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Tulsa</a>",OK,22695,38400,56000,77000
"<a href=""http://www.phoenix.edu"">University of Phoenix-Northwest Arkansas Campus</a>",AR,18537,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Columbia Campus</a>",SC,18061,53400,79600,110100
"<a href=""http://www.artinstitutes.edu/inlandempire"">The Art Institute of California-Argosy University Inland Empire</a>",CA,26228,38200,56100,75000
"<a href=""http://www.national.edu/locations/missouri/zona-rosa"">National American University-Zona Rosa</a>",MO,17949,37800,57800,82600
"<a href=""http://www.LearnWhatYouLove.com"">Stautzenberger College-Brecksville</a>",OH,20098,29700,43700,64000
"<a href=""http://www.stoneacademy.com"">Stone Academy-East Hartford</a>",CT,20802,28700,39900,50700
"<a href=""http://miller-motte.edu"">Miller-Motte Technical College-Madison</a>",TN,20881,22800,36400,52900
"<a href=""http://rasmussen.edu"">Rasmussen College-Illinois</a>",IL,18572,31300,45100,58200
"<a href=""http://https://www.edutecpr.com"">Educational Technical College-Recinto de Coamo</a>",PR,11876,14400,22700,34400
"<a href=""http://https://www.edutecpr.com"">Educational Technical College-Recinto de san Sebastian</a>",PR,10259,14400,22700,34400
"<a href=""http://www.argosy.edu/denver/"">Argosy University-Denver</a>",CO,17815,38200,56100,75000
"<a href=""http://www.collegeamerica.edu/"">College America-Colorado Springs</a>",CO,22877,28800,44200,61000
"<a href=""http://www.collegeamerica.edu"">College America-Fort Collins</a>",CO,19991,28800,44200,61000
"<a href=""http://www.autotraining.edu"">Automotive Training Center-Warminster</a>",PA,14000,43400,57400,70000
"<a href=""http://www.empire.edu"">Empire Beauty School-Milwaukee</a>",WI,14066,13800,23500,35900
"<a href=""http://www.phoenix.edu"">University of Phoenix-Fairfield County Campus</a>",CT,19954,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Harrisburg Campus</a>",PA,18096,53400,79600,110100
"<a href=""http://www.usfsp.edu"">University of South Florida-St Petersburg</a>",FL,12223,41700,58300,81300
"<a href=""http://www.triangle-tech.edu"">Triangle Tech Inc-Bethlehem</a>",PA,18940,37700,53000,69800
"<a href=""http://www.milaninstitute.edu"">Milan Institute-Clovis</a>",CA,15769,16100,26900,38200
"<a href=""http://www.branfordhall.edu"">Branford Hall Career Institute-Albany Campus</a>",NY,22448,29700,42000,57000
"<a href=""http://www.harrisschool.com"">Harris School of Business-Linwood Campus</a>",NJ,25436,27900,42800,58200
"<a href=""http://www.artinstitutes.edu/nashville/"">The Art Institute of Tennessee-Nashville</a>",TN,26067,31600,48000,67200
"<a href=""http://www.strayer.edu/florida/tampa-westshore"">Strayer University-Florida</a>",FL,27410,51700,78200,106500
"<a href=""http://pmi.edu"">Pima Medical Institute-Renton</a>",WA,20981,27600,39100,53300
"<a href=""http://www.cbt.edu"">College of Business and Technology-Flagler</a>",FL,15512,23100,36600,49500
"<a href=""http://www.cbt.edu"">College of Business and Technology-Hialeah</a>",FL,15602,23100,36600,49500
"<a href=""http://www.miller-motte.edu"">Miller-Motte College-Cary</a>",NC,20476,21000,29300,36500
"<a href=""http://www.miamijacobs.edu"">Miami-Jacobs Career College-Springboro</a>",OH,22903,31500,52900,74000
"<a href=""http://www.dewey.edu"">Dewey University-Juana DÌaz</a>",PR,7492,16200,23200,35000
"<a href=""http://www.dewey.edu"">Dewey University-Fajardo</a>",PR,7321,16200,23200,35000
"<a href=""http://www.dewey.edu"">Dewey University-Arroyo</a>",PR,6994,16200,23200,35000
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Independence</a>",MO,20251,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-St Peters</a>",MO,20338,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Peoria</a>",IL,20266,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Greenwood</a>",IN,20537,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Mehlville</a>",MO,20887,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Duluth</a>",MN,20483,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Fairview Heights</a>",IL,21544,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Champaign</a>",IL,21734,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Olathe</a>",KS,21939,19600,31000,42700
"<a href=""http://chcp.edu"">The College of Health Care Professions-San Antonio</a>",TX,18081,27100,39300,54500
"<a href=""http://www.everest.edu/campus/south_plainfield"">Everest Institute-South Plainfield</a>",NJ,19816,21200,33200,45300
"<a href=""http://www.lincolntech.com"">Lincoln Technical Institute-Whitestone</a>",NY,18003,37300,57100,75400
"<a href=""http://www.southuniversity.edu"">South University-Tampa</a>",FL,22730,29800,45900,67200
"<a href=""http://www.milaninstitute.edu"">Milan Institute of Cosmetology-San Antonio Military</a>",TX,15986,18900,29500,43800
"<a href=""http://tampa.paulmitchell.edu/"">Paul Mitchell the School-Tampa</a>",FL,16420,16900,33400,51800
"<a href=""http://sandiego.paulmitchell.edu/"">Paul Mitchell the School-San Diego</a>",CA,18212,16900,33400,51800
"<a href=""http://sterlingheights.paulmitchell.edu/"">Paul Mitchell the School-Michigan</a>",MI,15040,16900,33400,51800
"<a href=""http://www.miamijacobs.edu"">Miami-Jacobs Career College-Troy</a>",OH,22998,31500,52900,74000
"<a href=""http://bluecliffcollege.com/"">Blue Cliff College-Houma</a>",LA,19096,25400,40600,57800
"<a href=""http://www.artinstitutes.edu/saltlakecity/"">The Art Institute of Salt Lake City</a>",UT,25814,25200,39500,53800
"<a href=""http://www.fortiscollege.edu"">Fortis College-Columbus</a>",OH,17667,27500,37500,48600
"<a href=""http://www.fortiscollege.edu"">Fortis College-Cincinnati</a>",OH,26916,27500,37500,48600
"<a href=""http://www.fortis.edu"">Fortis Institute-Baltimore</a>",MD,21346,32900,48100,61800
"<a href=""http://www.artinstitutes.edu/charleston"">The Art Institute of Charleston</a>",SC,27127,31600,48000,67200
"<a href=""http://www.artinstitutes.edu/sacramento/"">The Art Institute of California-Argosy University Sacramento</a>",CA,26485,38200,56100,75000
"<a href=""http://www.anthem.edu"">Anthem College-Brookfield</a>",WI,25796,21500,30800,39700
"<a href=""http://www.bsa.edu"">Beauty Schools of America-North Miami Beach</a>",FL,19615,14300,23700,34900
"<a href=""http://www.vc.edu/college/biloxi-colleges-mississippi.cfm"">Virginia College-Biloxi</a>",MS,18134,26400,40400,58300
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-St Petersburg</a>",FL,23590,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Baton Rouge</a>",LA,22525,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Columbia</a>",SC,24597,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Wichita</a>",KS,24731,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Atlanta</a>",GA,23872,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Mobile</a>",AL,23280,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Chattanooga</a>",TN,23509,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-South Bend</a>",IN,23395,38400,56000,77000
"<a href=""http://www.vc.edu/college/chattanooga-colleges-tennessee.cfm"">Virginia College-School of Business and Health-Chattanooga</a>",TN,17615,26400,40400,58300
"<a href=""http://www.strayer.edu/alabama/birmingham"">Strayer University-Alabama</a>",AL,29771,51700,78200,106500
"<a href=""http://www.clarysagecollege.com"">Clary Sage College</a>",OK,18249,24100,31500,41300
"<a href=""http://www.broadviewuniversity.edu/"">Broadview University-Layton</a>",UT,21378,27900,42200,56500
"<a href=""http://www.iadtsacramento.com"">International Academy of Design and Technology-Sacramento</a>",CA,18202,27800,41900,56000
"<a href=""http://www.phoenix.edu"">University of Phoenix-Birmingham Campus</a>",AL,19160,53400,79600,110100
"<a href=""http://www.iadtsanantonio.com"">International Academy of Design and Technology-San Antonio</a>",TX,19192,27800,41900,56000
"<a href=""http://www.phoenix.edu"">University of Phoenix-Augusta Campus</a>",GA,17728,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Washington DC Campus</a>",DC,18700,53400,79600,110100
"<a href=""http://www.phoenix.edu"">University of Phoenix-Chattanooga Campus</a>",TN,18896,53400,79600,110100
"<a href=""http://www.argosy.edu/inlandempire"">Argosy University-Inland Empire</a>",CA,19681,38200,56100,75000
"<a href=""http://www.argosy.edu/nashville/"">Argosy University-Nashville</a>",TN,19025,38200,56100,75000
"<a href=""http://www.argosy.edu/sandiego"">Argosy University-San Diego</a>",CA,22012,38200,56100,75000
"<a href=""http://rasmussen.edu"">Rasmussen College-Wisconsin</a>",WI,17723,31300,45100,58200
"<a href=""http://www.empire.edu"">Empire Beauty School-Lisle</a>",IL,14594,17700,29900,41500
"<a href=""http://www.empire.edu"">Empire Beauty School-Richmond</a>",VA,14116,18600,26400,40700
"<a href=""http://www.empire.edu"">Empire Beauty School-Arlington Heights</a>",IL,14680,21900,35300,46600
"<a href=""http://www.empirebeautyschools.com"">Empire Beauty School-Hooksett</a>",NH,11063,18700,26900,35400
"<a href=""http://www.intercoast.edu/locations/carson"">InterCoast Colleges-Carson</a>",CA,23521,23300,38400,54000
"<a href=""http://www.intercoast.edu"">InterCoast Career Institute-South Portland</a>",ME,24704,23300,38400,54000
"<a href=""http://www.carrington.edu"">Carrington College California-Stockton</a>",CA,18306,29700,43600,55800
"<a href=""http://www.carrington.edu"">Carrington College California-Citrus Heights</a>",CA,17431,29700,43600,55800
"<a href=""http://www.euphoriainstitute.com"">Euphoria Institute of Beauty Arts & Sciences-Summerlin</a>",NV,14323,27500,42900,59200
"<a href=""http://www.euphoriainstitute.com"">Euphoria Institute of Beauty Arts & Sciences-Green Valley</a>",NV,15932,27500,42900,59200
"<a href=""http://www.empirebeautyschools.com/"">Empire Beauty School-Portsmouth</a>",NH,11212,18400,31200,44000
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Lakewood</a>",CO,23048,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Westminster</a>",CO,22974,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Avon</a>",IN,20211,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Joliet</a>",IL,18805,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Rockford</a>",IL,19328,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Greenfield</a>",WI,19170,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Metro Center</a>",AZ,19804,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-East Tucson</a>",AZ,20485,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Tri-County</a>",OH,21064,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Eastgate</a>",OH,20574,19600,31000,42700
"<a href=""http://www.regency.edu"">Regency Beauty Institute-Topeka</a>",KS,20578,19600,31000,42700
"<a href=""http://www.aionline.edu/"">The Art Institute of Pittsburgh-Online Division</a>",PA,26314,29200,45400,66900
"<a href=""http://www.brownmackie.edu"">Brown Mackie College-Indianapolis</a>",IN,19799,25200,39500,53800
"<a href=""http://www.collegeamerica.edu"">College America-Cheyenne</a>",WY,24908,28800,44200,61000
"<a href=""http://school.paulmitchell.edu/san-antonio-tx/"">Paul Mitchell the School-San Antonio</a>",TX,19127,23400,36200,55700
"<a href=""http://www.cempr.edu"">Centro de Estudios Multidisciplinarios-Bayamon</a>",PR,7176,17800,25400,35400
"<a href=""http://www.bryantstratton.edu"">Bryant & Stratton College-Wauwatosa</a>",WI,15156,22300,34700,46900
"<a href=""http://www.msbcollege.edu/"">Minnesota School of Business-Blaine</a>",MN,20692,35700,50100,67900
"<a href=""http://www.artinstitutes.edu/detroit/"">The Art Institute of Michigan</a>",MI,25553,34900,50500,69200
"<a href=""http://www.artinstitutes.edu/austin/"">The Art Institute of Austin</a>",TX,27431,32900,50100,68400
"<a href=""http://www.artinstitutes.edu/silicon-valley/"">The Art Institute of California-Argosy University-Silicon Valley</a>",CA,27372,38200,56100,75000
"<a href=""http://www.remingtoncollege.edu/houston-career-schools-overview"">Remington College-Houston Southeast Campus</a>",TX,22463,27200,39300,56900
"<a href=""http://www.remingtoncollege.edu/shreveport-career-school-overview"">Remington College-Shreveport Campus</a>",LA,22828,22500,35200,50900
"<a href=""http://www.national.edu/locations/texas/austin"">National American University-Austin</a>",TX,21221,37800,57800,82600
"<a href=""http://www.fortiscollege.edu"">Fortis College-Landover</a>",MD,20456,25800,37500,53300
